LotFrontage,LotArea,MiscVal,MoSold,YrSold,SalePrice,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD
75.0,9742,-0.0876878115176986,1.0000000000000002,0.0,230000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44.0,4224,-0.0876878115176986,0.0,-0.5,129900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,8246,-0.0876878115176986,-0.3333333333333332,1.0,154000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110.0,14230,-0.0876878115176986,0.3333333333333334,0.5,256300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,7200,-0.0876878115176986,-0.3333333333333332,1.0,134800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98.0,11478,-0.0876878115176986,-0.3333333333333332,1.0,306000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47.0,16321,-0.0876878115176986,2.0,-1.0,207500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,6324,-0.0876878115176986,-0.3333333333333332,0.0,68500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.0,8500,-0.0876878115176986,0.3333333333333334,0.0,40000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,8544,-0.0876878115176986,0.0,0.0,149350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85.0,11049,-0.0876878115176986,-1.6666666666666663,0.0,179900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70.0,10552,-0.0876878115176986,-0.6666666666666664,1.0,165500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,7313,-0.0876878115176986,0.6666666666666669,-0.5,277500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
108.0,13418,-0.0876878115176986,1.0000000000000002,-1.0,309000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
112.0,10859,-0.0876878115176986,0.0,0.5,145000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74.0,8532,-0.0876878115176986,1.3333333333333337,0.5,153000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68.0,7922,-0.0876878115176986,-1.6666666666666663,1.0,109000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65.0,6040,-0.0876878115176986,0.0,0.0,82000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84.0,8658,-0.0876878115176986,2.0,-1.0,160000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
115.0,16905,-0.0876878115176986,0.3333333333333334,-0.5,170000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,9180,-0.0876878115176986,2.0,-0.5,144000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,9200,-0.0876878115176986,0.3333333333333334,0.0,130250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70.0,7945,-0.0876878115176986,-0.3333333333333332,-1.0,141000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61.0,7658,-0.0876878115176986,-1.333333333333333,1.0,319900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48.0,12822,-0.0876878115176986,0.6666666666666669,0.5,239686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84.0,11096,-0.0876878115176986,0.3333333333333334,-0.5,249700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33.0,4456,-0.0876878115176986,0.0,0.5,113000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66.0,7742,-0.0876878115176986,-1.6666666666666663,-0.5,127000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,13869,-0.0876878115176986,0.3333333333333334,-0.5,177000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52.0,6240,0.7188400797214105,1.0000000000000002,-1.0,114500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110.0,8472,-0.0876878115176986,-0.3333333333333332,1.0,110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68.0,50271,-0.0876878115176986,1.666666666666667,-1.0,385000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,7134,-0.0876878115176986,-1.333333333333333,-0.5,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,10175,-0.0876878115176986,0.3333333333333334,0.0,180500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.0,2645,-0.0876878115176986,0.6666666666666669,0.5,172500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
89.0,11645,-0.0876878115176986,0.6666666666666669,-1.0,196500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66.0,13682,-0.0876878115176986,1.3333333333333337,-1.0,438780,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60.0,7200,-0.0876878115176986,-1.6666666666666663,0.0,124900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63.0,13072,-0.0876878115176986,-0.3333333333333332,-1.0,158000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60.0,7200,-0.0876878115176986,-0.9999999999999998,-0.5,101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44.0,6442,-0.0876878115176986,1.3333333333333337,-0.5,202500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.0,10300,-0.0876878115176986,-0.6666666666666664,1.0,140000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,9375,-0.0876878115176986,-1.333333333333333,0.5,219500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76.0,9591,-0.0876878115176986,1.3333333333333337,-0.5,317000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,19900,-0.0876878115176986,0.3333333333333334,1.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72.0,10665,-0.0876878115176986,0.0,-0.5,226000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47.0,4608,-0.0876878115176986,0.0,1.0,80000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81.0,15593,-0.0876878115176986,0.3333333333333334,-1.0,225000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95.0,13651,-0.0876878115176986,-1.333333333333333,-0.5,244000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69.0,7599,-0.0876878115176986,0.0,-0.5,129500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74.0,10141,-0.0876878115176986,2.0,0.5,185000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85.0,10200,-0.0876878115176986,-0.3333333333333332,1.0,144900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,5790,-0.0876878115176986,-0.3333333333333332,1.0,107400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,1596,-0.0876878115176986,1.666666666666667,0.5,91000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,8475,-0.0876878115176986,-0.6666666666666664,0.0,135750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.0,8635,-0.0876878115176986,-1.6666666666666663,0.0,127000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72.0,10778,-0.0876878115176986,-0.6666666666666664,1.0,136500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,10440,-0.0876878115176986,-0.3333333333333332,0.5,110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,13000,-0.0876878115176986,0.0,0.5,193500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32.0,4500,-0.0876878115176986,-0.9999999999999998,-1.0,153500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
78.0,10206,-0.0876878115176986,1.3333333333333337,0.0,245000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80.0,8892,-0.0876878115176986,0.3333333333333334,-0.5,126500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,8530,1.3237359981507422,-0.3333333333333332,0.5,168500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
121.0,16059,-0.0876878115176986,-0.6666666666666664,-1.0,260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
122.0,11911,-0.0876878115176986,-0.9999999999999998,0.5,174000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40.0,3951,-0.0876878115176986,0.0,0.5,164500,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105.0,8470,-0.0876878115176986,1.3333333333333337,0.5,85000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60.0,8070,-0.0876878115176986,0.6666666666666669,-0.5,123600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,7200,-0.0876878115176986,0.3333333333333334,-1.0,109900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85.0,8500,-0.0876878115176986,2.0,-1.0,98600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80.0,13360,-0.0876878115176986,0.6666666666666669,0.5,163500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,7200,-0.0876878115176986,1.666666666666667,-0.5,133900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69.0,9337,-0.0876878115176986,-0.3333333333333332,-0.5,204750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,9765,0.8801456579692323,-0.6666666666666664,0.5,185000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
78.0,10264,-0.0876878115176986,0.6666666666666669,-1.0,214000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
73.0,10921,-0.0876878115176986,-0.3333333333333332,-0.5,94750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85.0,10625,0.7188400797214105,-0.3333333333333332,1.0,83000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,9320,0.7188400797214105,-1.6666666666666663,1.0,128950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,10603,-0.0876878115176986,-1.333333333333333,1.0,205000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77.0,9206,-0.0876878115176986,0.0,1.0,178000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64.0,7018,-0.0876878115176986,0.0,0.5,118964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
94.0,10402,-0.0876878115176986,-0.3333333333333332,1.0,198900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,7758,-0.0876878115176986,0.0,-0.5,169500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75.0,9375,-0.0876878115176986,0.6666666666666669,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,10800,0.8196560661262992,0.6666666666666669,-0.5,100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.0,6000,-0.0876878115176986,-0.6666666666666664,0.0,115000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85.0,8500,-0.0876878115176986,0.6666666666666669,-0.5,115000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105.0,11751,-0.0876878115176986,-1.6666666666666663,1.0,190000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,9525,-0.0876878115176986,1.3333333333333337,-1.0,136900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,7750,-0.0876878115176986,-0.6666666666666664,1.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77.0,9965,-0.0876878115176986,1.3333333333333337,-0.5,383970,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60.0,21000,-0.0876878115176986,1.3333333333333337,-0.5,217000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,7259,-0.0876878115176986,0.3333333333333334,-0.5,259500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34.0,3230,-0.0876878115176986,0.0,-0.5,176000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,11616,-0.0876878115176986,1.0000000000000002,0.5,139000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74.0,8536,-0.0876878115176986,-0.6666666666666664,-0.5,155000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
90.0,12376,-0.0876878115176986,-0.3333333333333332,1.0,320000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65.0,8461,-0.0876878115176986,0.3333333333333334,-1.0,163990,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60.0,21453,-0.0876878115176986,1.3333333333333337,-1.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.0,6060,-0.0876878115176986,0.0,-0.5,100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75.0,9464,-0.0876878115176986,0.0,0.0,136000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55.0,7892,-0.0876878115176986,-0.9999999999999998,0.0,153900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48.0,17043,-0.0876878115176986,-1.6666666666666663,0.5,181000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,6780,-0.0876878115176986,0.0,-1.0,84500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,4928,-0.0876878115176986,-1.333333333333333,-0.5,128000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55.0,4388,-0.0876878115176986,0.0,-0.5,87000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69.0,7590,-0.0876878115176986,0.3333333333333334,-1.0,155000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69.0,8973,-0.0876878115176986,0.3333333333333334,-1.0,150000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88.0,14200,-0.0876878115176986,-0.3333333333333332,-1.0,226000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,12224,-0.0876878115176986,0.3333333333333334,0.5,244000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75.0,7388,-0.0876878115176986,0.3333333333333334,-0.5,150750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,6853,-0.0876878115176986,0.0,0.5,220000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
78.0,10335,-0.0876878115176986,0.3333333333333334,-1.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80.0,10400,-0.0876878115176986,-0.3333333333333332,0.0,174000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,10355,-0.0876878115176986,0.3333333333333334,-0.5,143000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82.0,11070,-0.0876878115176986,0.3333333333333334,-1.0,171000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
73.0,9066,-0.0876878115176986,2.0,0.0,230000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65.0,15426,-0.0876878115176986,0.6666666666666669,0.5,231500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70.0,10500,-0.0876878115176986,-0.6666666666666664,1.0,115000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78.0,11645,-0.0876878115176986,-1.6666666666666663,-1.0,260000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
71.0,8520,-0.0876878115176986,0.0,1.0,166000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
78.0,10335,-0.0876878115176986,0.0,0.5,204000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70.0,9100,-0.0876878115176986,1.666666666666667,-1.0,125000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24.0,2522,-0.0876878115176986,-0.6666666666666664,-1.0,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,6120,-0.0876878115176986,1.666666666666667,0.5,105000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,9505,-0.0876878115176986,-0.3333333333333332,1.0,222500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63.0,7500,-0.0876878115176986,-0.6666666666666664,0.0,141000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,6240,-0.0876878115176986,-0.6666666666666664,-1.0,115000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120.0,10356,-0.0876878115176986,-1.6666666666666663,-0.5,122000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
107.0,13891,-0.0876878115176986,-1.6666666666666663,0.0,372402,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60.0,14803,-0.0876878115176986,0.0,-1.0,190000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,13500,-0.0876878115176986,-0.9999999999999998,0.0,235000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84.0,11340,-0.0876878115176986,-0.9999999999999998,-1.0,125000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,9600,-0.0876878115176986,-0.6666666666666664,0.0,79000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,7200,-0.0876878115176986,0.0,-1.0,109500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92.0,12003,-0.0876878115176986,-0.3333333333333332,1.0,269500,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100.0,12552,-0.0876878115176986,-0.3333333333333332,1.0,254900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
134.0,19378,-0.0876878115176986,-0.9999999999999998,-1.0,320000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60.0,11120,-0.0876878115176986,0.0,0.0,162500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110.0,13688,-0.0876878115176986,-0.9999999999999998,0.0,412500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95.0,12182,-0.0876878115176986,-0.3333333333333332,1.0,220000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55.0,5500,-0.0876878115176986,-0.6666666666666664,-0.5,103200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40.0,5400,-0.0876878115176986,1.3333333333333337,-0.5,152000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62.0,10106,-0.0876878115176986,1.0000000000000002,0.0,127500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,10708,-0.0876878115176986,1.666666666666667,0.5,190000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,10562,-0.0876878115176986,1.666666666666667,-0.5,325624,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62.0,8244,-0.0876878115176986,-0.3333333333333332,-0.5,183500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,16669,-0.0876878115176986,-1.6666666666666663,-1.0,228000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,12358,-0.0876878115176986,-0.3333333333333332,-0.5,128500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141.0,31770,-0.0876878115176986,-0.3333333333333332,1.0,215000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44.0,5306,-0.0876878115176986,0.0,-1.0,239000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80.0,10197,-0.0876878115176986,0.0,0.0,163000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,12416,-0.0876878115176986,1.666666666666667,0.0,184000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84.0,12615,-0.0876878115176986,0.0,-0.5,243000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97.0,10029,-0.0876878115176986,1.0000000000000002,-0.5,211000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,13650,-0.0876878115176986,0.3333333333333334,-1.0,172500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63.0,17423,-0.0876878115176986,0.3333333333333334,0.5,501837,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60.0,8520,-0.0876878115176986,0.3333333333333334,-0.5,100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,2117,-0.0876878115176986,0.0,-0.5,177000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.0,7588,-0.0876878115176986,0.3333333333333334,-1.0,200100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,9060,-0.0876878115176986,0.0,-0.5,120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63.0,11426,-0.0876878115176986,0.0,0.0,200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92.0,7438,-0.0876878115176986,0.0,-1.0,127000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90.0,22950,-0.0876878115176986,0.0,-1.0,475000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,9947,-0.0876878115176986,0.0,0.5,173000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,10410,-0.0876878115176986,0.6666666666666669,0.5,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64.0,7018,-0.0876878115176986,0.0,0.5,153337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41.0,4923,-0.0876878115176986,0.6666666666666669,0.0,286000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70.0,10570,-0.0876878115176986,2.0,-0.5,315000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,7472,-0.0876878115176986,0.0,-0.5,184000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68.0,9017,-0.0876878115176986,1.0000000000000002,0.5,192000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.0,2522,-0.0876878115176986,-0.3333333333333332,-1.0,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,7180,-0.0876878115176986,-0.3333333333333332,0.0,127000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.0,2280,-0.0876878115176986,0.3333333333333334,0.5,148500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79.0,9416,-0.0876878115176986,1.0000000000000002,-0.5,311872,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
174.0,25419,-0.0876878115176986,-0.9999999999999998,-1.0,235000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92.0,5520,-0.0876878115176986,0.3333333333333334,0.5,104000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76.0,9591,-0.0876878115176986,-1.6666666666666663,0.5,274900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80.0,8546,-0.0876878115176986,-0.9999999999999998,1.0,140000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75.0,10125,-0.0876878115176986,-1.333333333333333,0.0,171500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.0,7000,-0.0876878115176986,-0.3333333333333332,-1.0,112000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,4438,-0.0876878115176986,-1.6666666666666663,0.0,149000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.0,3500,-0.0876878115176986,-0.6666666666666664,0.5,110000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99.0,11851,-0.0876878115176986,-0.3333333333333332,0.5,180500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40.0,13673,-0.0876878115176986,-0.9999999999999998,-0.5,143900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,12493,-0.0876878115176986,-0.6666666666666664,0.0,141000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60.0,14364,-0.0876878115176986,-0.6666666666666664,-0.5,277000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75.0,8250,-0.0876878115176986,0.3333333333333334,0.0,145000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67.0,5604,-0.0876878115176986,-0.6666666666666664,0.0,98000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83.0,10420,-0.0876878115176986,-0.9999999999999998,1.0,186000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72.0,8640,-0.0876878115176986,0.3333333333333334,0.5,252678,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
